date,startup,vertical,subvertical,city,investors,round,amount,Year,startup_cleaned
2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed Round,9.075,2018,Groww
2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed Round,3.60525,2018,Avenue growth
2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed Round,0.0,2018,Inicu
2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,41.25,2018,Kinara capital
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,41.25,2018,Shop 101
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,20.625,2018,Sambandh
2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed Round,1.485,2018,19th mile
2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed Round,4.125,2018,5th vital
2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed Round,1.44375,2018,Mengage
2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,239.25,2018,Ofbusiness
2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,410.025,2018,Cars24
2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed Round,12.375,2018,The ken
2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,825.0,2018,Book my show
2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,Undisclosed,Seed Round,12.375,2018,Housingman
2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,148.5,2018,Paysense
2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Undisclosed,Seed Round,0.0,2018,Yulu bikes
2018-07-23,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed Round,2.31,2018,Vtion
2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed Round,3.597,2018,Log9 materials
2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed Round,1.485,2018,Kidovators
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,371.25,2018,Digit
2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,140.25,2018,Black soil
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed Round,10.3125,2018,Trell
2018-07-25,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed Round,20.625,2018,Iqlect
2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed Round,9.075,2018,Entropik
2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,0.0,2018,Bitla software
2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,4.125,2018,Thecapitalnet
2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,90.75,2018,Shuttl
2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,990.0,2018,Cure fit
2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,825.0,2018,Five star group
2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed Round,41.25,2018,Healthsignz
2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,82.5,2018,Cointribe
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed Round,1.03125,2018,Digiconectt
2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed Round,0.0,2018,Kashmir box
2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed Round,0.0,2018,Crowdera
2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed Round,0.0,2018,Zoctr
2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,189.75,2018,Annapurna finance
2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,94.875,2018,Meesho
2018-06-10,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,177.375,2018,Ayefinance
2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed Round,0.0,2018,Theranosis
2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,122.1,2018,Alpha capital
2018-06-12,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,83.325,2018,Eshakti
2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed Round,24.75,2018,Daily ninja
2018-06-13,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed Round,2.475,2018,Nirogstreet
2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed Round,3.7125,2018,Nivesh
2018-06-13,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed Round,0.0,2018,What\\xe2\\x80\\x99s up life
2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed Round,28.4625,2018,Homelane
2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,39.6,2018,Network intelligence
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,173.25,2018,Tynor othontics
2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed Round,14.025,2018,Elucidata
2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed Round,0.0,2018,Chrysalis
2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed Round,9.075,2018,Rentsher
2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,123.75,2018,Drip capital
2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,75.075,2018,Wickedride
2018-06-25,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,1650.0,2018,Policybazaar
2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,33.0,2018,Hipbar
2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed Round,8.25,2018,Sqqrl
2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,73.8375,2018,Paytm
2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,156.75,2018,Sigtuple
2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,37.125,2018,Wow express
2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed Round,9.075,2018,Front desk ai
2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed Round,16.5,2018,Edureka
2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed Round,0.0,2018,Numeroseven
2018-05-02,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed Round,3.7125,2018,Opentap
2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,181.5,2018,Bizongo
2018-05-03,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Round,20.625,2018,Disprz
2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Undisclosed,Seed Round,1.85625,2018,Paisadukan
2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Round,8.25,2018,I3sysytems
2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed Round,7.82925,2018,Earth food
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,198.0,2018,Nykaa
2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,34.65,2018,Mfine
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed Round,2.475,2018,Rocketium
2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,57.75,2018,Milkbasket
2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed Round,4.125,2018,Vola
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed Round,6.06375,2018,Cashkumar
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed Round,6.06375,2018,Edyoo
2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed Round,16.5,2018,Aashiyaan
2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed Round,16.5,2018,Smartivity
2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed Round,2.41725,2018,Bonphulapl
2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed Round,99.0,2018,Acko
2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed Round,1.65,2018,Hwell24
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed Round,12.375,2018,Toffee
2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,66.0,2018,Tonetag
2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,0.0,2018,Events high
2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,115.5,2018,Stellaps
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed Round,10.725,2018,Credright
2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,16.5,2018,Fitternity
2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed Round,2.5377,2018,Synctag
2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed Round,0.0,2018,Benepik
2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,Undisclosed,Seed Round,10.725,2018,Finzy
2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,453.75,2018,Varthana
2018-04-05,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed Round,1.2375,2018,Indigolearn
2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,82.5,2018,Vedantu
2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed Round,23.1,2018,Kaleidofin
2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed Round,8.25,2018,Pipabella
2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed Round,0.0,2018,Elemential
2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Undisclosed,Seed Round,0.380655,2018,Kriger campus
2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed Round,0.0,2018,Loanzen
2018-04-10,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,99.0,2018,Traveltriangle
2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed Round,8.25,2018,Letsmd
2018-04-12,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,37.95,2018,Ayefinance
2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed Round,16.5,2018,Mintifi
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed Round,4.125,2018,Icanstay
2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed Round,0.0,2018,Pregbuddy
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,181.5,2018,Coverfox
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,0.0,2018,Lenskart
2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,0.0,2018,Mamaearth
2018-04-19,Fyle Technologies,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Seed Round,9.075,2018,Fyle technologies
2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,189.75,2018,True balance
2018-04-22,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0.0,2018,Visit
2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed Round,15.675,2018,Doxper
2018-04-22,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,90.75,2018,Nykaa
2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Undisclosed,Seed Round,1.2375,2018,Mihuru
2018-04-23,Capital Float,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,181.5,2018,Capital float
2018-04-25,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed Round,2.0295,2018,Trip shelf
2018-04-26,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,45.375,2018,Popxo
2018-04-26,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0.0,2018,Railyatri
2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,82.5,2018,1mg
2018-04-29,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,0.0,2018,Rubique
2018-04-30,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,61.875,2018,Samco
2018-04-30,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed Round,8.0685,2018,Myloancare
2018-03-01,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,0.0,2018,Pharmeasy
2018-03-01,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,24.75,2018,Buddy4studdy
2018-03-01,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,99.0,2018,Urban ladder
